X X X X	58579008.0	457579.241092
X be X X	2660076.0	20778.6986991
be X X X	2421007.0	18911.2547918
X X X be	2344060.0	18310.19733
X X be X	2192214.0	17124.079985
X X X have	868742.0	6786.01974729
X X X say	578413.0	4518.16769546
X X say X	570187.0	4453.91179619
X X have X	508568.0	3972.58621183
X have X X	450829.0	3521.56854009
have X X X	424298.0	3314.32647062
X say X X	420653.0	3285.85421766
X X do X	373461.0	2917.22251352
say X X X	315725.0	2466.22827573
X X X do	285776.0	2232.28712242
make X X X	256285.0	2001.9235526
X X X will	235796.0	1841.87746458
X X X can	233514.0	1824.05203762
X make X X	232486.0	1816.02200304
X do X X	207763.0	1622.90279595
get X X X	202767.0	1583.8774528
X X X would	202538.0	1582.08866105
X get X X	192124.0	1500.74159869
take X X X	190399.0	1487.26707568
X X make X	184907.0	1444.36731897
do X X X	177064.0	1383.10315437
X take X X	161902.0	1264.66795565
go X X X	152665.0	1192.5148142
X X X make	148436.0	1159.48075172
X X have be	147710.0	1153.80973508
X go X X	146589.0	1145.05324796
X X get X	144777.0	1130.89914031
come X X X	126977.0	991.857685541
see X X X	125561.0	980.7968597
X come X X	124842.0	975.180522286
X X go X	122020.0	953.136983782
X X take X	121571.0	949.629702142
X see X X	119849.0	936.17861309
X know X X	119613.0	934.335142117
X X X get	119352.0	932.296388201
give X X X	117798.0	920.157600521
X X come X	116184.0	907.550133779
X X X could	116000.0	906.112851325
use X X X	110880.0	866.118904784
find X X X	103137.0	805.635871958
X give X X	95812.0	748.417969924
X X X go	94450.0	737.778955238
X use X X	94272.0	736.388540691
X find X X	93206.0	728.06167604
look X X X	92953.0	726.085412666
X X X take	92799.0	724.882469742
X X X come	92708.0	724.171639833
X X can X	91739.0	716.602472998
X include X X	91139.0	711.915682387
include X X X	90960.0	710.517456522
work X X X	90920.0	710.205003814
X X know X	89224.0	696.957009023
X X want X	88732.0	693.113840722
X X see X	88181.0	688.809804678
X X use X	86429.0	675.124376096
know X X X	83926.0	655.572647934
X X include X	83911.0	655.455478168
X work X X	83478.0	652.073177611
X look X X	82539.0	644.738350306
become X X X	81294.0	635.01325979
call X X X	81183.0	634.146203527
X tell X X	81042.0	633.044807733
have be X X	77136.0	602.53380086
X have be X	76920.0	600.846556241
X call X X	76451.0	597.183048247
X X find X	74283.0	580.248111508
put X X X	74019.0	578.18592364
X X give X	72479.0	566.156494407
X X X include	72409.0	565.609702169
X X X may	71798.0	560.836987064
tell X X X	71297.0	556.923516905
X X call X	70065.0	547.299973518
X X X use	70034.0	547.05782267
X X think X	68672.0	536.418807984
play X X X	68361.0	533.989488185
X X will X	67228.0	525.139265249
X X X see	67022.0	523.530133806
X X work X	66537.0	519.741644729
X become X X	66157.0	516.77334401
X X X know	66117.0	516.460891302
X think X X	64983.0	507.602857049
leave X X X	64300.0	502.267727071
X X X want	63351.0	494.854786589
X X will be	62661.0	489.464977387
keep X X X	62296.0	486.613846432
X play X X	61820.0	482.895659215
X leave X X	61387.0	479.513358658
run X X X	61255.0	478.482264723
X X look X	60820.0	475.084341531
X X tell X	60038.0	468.975891102
X put X X	59290.0	463.133025475
X keep X X	59229.0	462.656535096
X X need X	59050.0	461.258309231
X X X find	58559.0	457.422952248
X be go X	58200.0	454.618689199
X X would X	58031.0	453.298576511
X X become X	57090.0	445.94812657
X X X give	56872.0	444.245259315
X run X X	56870.0	444.22963668
X X X should	56383.0	440.425524968
X X X call	55927.0	436.863564104
bring X X X	55700.0	435.09039499
add X X X	55360.0	432.434546977
X feel X X	54659.0	426.958813281
X X X work	54245.0	423.72492776
X X leave X	53829.0	420.475419603
turn X X X	53542.0	418.233571428
X show X X	53226.0	415.76519504
show X X X	52583.0	410.742517769
be X X be	51414.0	401.611087397
live X X X	51157.0	399.603578752
X turn X X	50897.0	397.572636154
X want X X	50464.0	394.190335597
think X X X	50409.0	393.760713125
X ask X X	49937.0	390.073771178
hold X X X	49742.0	388.550564229
X X X think	49544.0	387.003923328
win X X X	49375.0	385.683810639
X live X X	49227.0	384.527735622
move X X X	48812.0	381.286038783
X X X begin	48808.0	381.254793513
X X play X	48462.0	378.552077594
X X run X	48384.0	377.942794815
X X X become	48252.0	376.91170088
X have X be	48239.0	376.810153751
X win X X	48195.0	376.466455773
lead X X X	47905.0	374.201173644
X X would be	47618.0	371.959325469
pay X X X	47394.0	370.209590308
X X show X	47089.0	367.827138414
X X seem X	46695.0	364.749479247
X X X need	46173.0	360.671971416
